id,name,body,created_at,updated_at,resource_uri,photo
238,silcoon,"{""type"":""bug"",""abilities"":""shed-skin"",""attack"":35,""defense"":55,""special_attack"":25,""special_defense"":25,""speed"":15}",2014-09-30 18:23:06.187206,2014-09-30 18:31:07.682882,api/v1/pokemon/266/,pokeapi.co/media/img/266.png
240,beautifly,"{""type"":""flying"",""abilities"":""swarm"",""attack"":70,""defense"":50,""special_attack"":100,""special_defense"":50,""speed"":65}",2014-09-30 18:23:06.947482,2014-09-30 18:31:07.942794,api/v1/pokemon/267/,pokeapi.co/media/img/267.png
251,qwilfish,"{""type"":""poison"",""abilities"":""intimidate"",""attack"":95,""defense"":75,""special_attack"":55,""special_defense"":55,""speed"":85}",2014-09-30 18:23:11.88057,2014-09-30 18:30:52.524939,api/v1/pokemon/211/,pokeapi.co/media/img/211.png
252,scizor,"{""type"":""bug"",""abilities"":""swarm"",""attack"":130,""defense"":100,""special_attack"":55,""special_defense"":80,""speed"":65}",2014-09-30 18:23:12.29178,2014-09-30 18:30:52.80082,api/v1/pokemon/212/,pokeapi.co/media/img/212.png
242,dustox,"{""type"":""poison"",""abilities"":""compoundeyes"",""attack"":50,""defense"":70,""special_attack"":50,""special_defense"":90,""speed"":65}",2014-09-30 18:23:07.732651,2014-09-30 18:31:08.494636,api/v1/pokemon/269/,pokeapi.co/media/img/269.png
243,lotad,"{""type"":""water"",""abilities"":""own-tempo"",""attack"":30,""defense"":30,""special_attack"":40,""special_defense"":50,""speed"":30}",2014-09-30 18:23:08.17067,2014-09-30 18:31:08.80434,api/v1/pokemon/270/,pokeapi.co/media/img/270.png
245,lombre,"{""type"":""water"",""abilities"":""own-tempo"",""attack"":50,""defense"":50,""special_attack"":60,""special_defense"":70,""speed"":50}",2014-09-30 18:23:09.423365,2014-09-30 18:31:09.052105,api/v1/pokemon/271/,pokeapi.co/media/img/271.png
244,ludicolo,"{""type"":""water"",""abilities"":""own-tempo"",""attack"":70,""defense"":70,""special_attack"":90,""special_defense"":100,""speed"":70}",2014-09-30 18:23:08.812231,2014-09-30 18:31:09.315836,api/v1/pokemon/272/,pokeapi.co/media/img/272.png
246,seedot,"{""type"":""grass"",""abilities"":""chlorophyll"",""attack"":40,""defense"":50,""special_attack"":30,""special_defense"":30,""speed"":30}",2014-09-30 18:23:09.782048,2014-09-30 18:31:09.619492,api/v1/pokemon/273/,pokeapi.co/media/img/273.png
247,shiftry,"{""type"":""grass"",""abilities"":""chlorophyll"",""attack"":100,""defense"":60,""special_attack"":90,""special_defense"":60,""speed"":80}",2014-09-30 18:23:10.198389,2014-09-30 18:31:10.130288,api/v1/pokemon/275/,pokeapi.co/media/img/275.png
250,taillow,"{""type"":""normal"",""abilities"":""guts"",""attack"":55,""defense"":30,""special_attack"":30,""special_defense"":30,""speed"":85}",2014-09-30 18:23:11.473098,2014-09-30 18:31:10.394231,api/v1/pokemon/276/,pokeapi.co/media/img/276.png
254,ralts,"{""type"":""fairy"",""abilities"":""synchronize"",""attack"":25,""defense"":25,""special_attack"":45,""special_defense"":35,""speed"":40}",2014-09-30 18:23:13.109208,2014-09-30 18:31:12.181969,api/v1/pokemon/280/,pokeapi.co/media/img/280.png
255,kirlia,"{""type"":""fairy"",""abilities"":""synchronize"",""attack"":35,""defense"":35,""special_attack"":65,""special_defense"":55,""speed"":50}",2014-09-30 18:23:13.727652,2014-09-30 18:31:12.443027,api/v1/pokemon/281/,pokeapi.co/media/img/281.png
253,surskit,"{""type"":""bug"",""abilities"":""swift-swim"",""attack"":30,""defense"":32,""special_attack"":50,""special_defense"":52,""speed"":65}",2014-09-30 18:23:12.649,2014-09-30 18:31:12.99137,api/v1/pokemon/283/,pokeapi.co/media/img/283.png
259,shroomish,"{""type"":""grass"",""abilities"":""effect-spore"",""attack"":40,""defense"":60,""special_attack"":40,""special_defense"":60,""speed"":35}",2014-09-30 18:23:15.361468,2014-09-30 18:31:13.524916,api/v1/pokemon/285/,pokeapi.co/media/img/285.png
260,breloom,"{""type"":""fighting"",""abilities"":""effect-spore"",""attack"":130,""defense"":80,""special_attack"":60,""special_defense"":60,""speed"":70}",2014-09-30 18:23:15.747603,2014-09-30 18:31:13.81037,api/v1/pokemon/286/,pokeapi.co/media/img/286.png
261,vigoroth,"{""type"":""normal"",""abilities"":""vital-spirit"",""attack"":80,""defense"":80,""special_attack"":55,""special_defense"":55,""speed"":90}",2014-09-30 18:23:16.138875,2014-09-30 18:31:14.325583,api/v1/pokemon/288/,pokeapi.co/media/img/288.png
258,slaking,"{""type"":""normal"",""abilities"":""truant"",""attack"":160,""defense"":100,""special_attack"":95,""special_defense"":65,""speed"":100}",2014-09-30 18:23:14.947641,2014-09-30 18:31:14.613433,api/v1/pokemon/289/,pokeapi.co/media/img/289.png
257,nincada,"{""type"":""ground"",""abilities"":""compoundeyes"",""attack"":45,""defense"":90,""special_attack"":30,""special_defense"":30,""speed"":40}",2014-09-30 18:23:14.482747,2014-09-30 18:31:14.865837,api/v1/pokemon/290/,pokeapi.co/media/img/290.png
262,ninjask,"{""type"":""flying"",""abilities"":""speed-boost"",""attack"":90,""defense"":45,""special_attack"":50,""special_defense"":50,""speed"":160}",2014-09-30 18:23:16.511708,2014-09-30 18:31:15.120672,api/v1/pokemon/291/,pokeapi.co/media/img/291.png
266,loudred,"{""type"":""normal"",""abilities"":""soundproof"",""attack"":71,""defense"":43,""special_attack"":71,""special_defense"":43,""speed"":48}",2014-09-30 18:23:18.082223,2014-09-30 18:31:16.091696,api/v1/pokemon/294/,pokeapi.co/media/img/294.png
263,exploud,"{""type"":""normal"",""abilities"":""soundproof"",""attack"":91,""defense"":63,""special_attack"":91,""special_defense"":73,""speed"":68}",2014-09-30 18:23:16.907412,2014-09-30 18:31:16.369741,api/v1/pokemon/295/,pokeapi.co/media/img/295.png
268,makuhita,"{""type"":""fighting"",""abilities"":""thick-fat"",""attack"":60,""defense"":30,""special_attack"":20,""special_defense"":30,""speed"":25}",2014-09-30 18:23:18.861999,2014-09-30 18:31:16.629863,api/v1/pokemon/296/,pokeapi.co/media/img/296.png
269,hariyama,"{""type"":""fighting"",""abilities"":""thick-fat"",""attack"":120,""defense"":60,""special_attack"":40,""special_defense"":60,""speed"":50}",2014-09-30 18:23:19.244503,2014-09-30 18:31:16.900375,api/v1/pokemon/297/,pokeapi.co/media/img/297.png
270,azurill,"{""type"":""normal"",""abilities"":""huge-power"",""attack"":20,""defense"":40,""special_attack"":20,""special_defense"":40,""speed"":20}",2014-09-30 18:23:19.651025,2014-09-30 18:31:17.156743,api/v1/pokemon/298/,pokeapi.co/media/img/298.png
267,nosepass,"{""type"":""rock"",""abilities"":""sturdy"",""attack"":45,""defense"":135,""special_attack"":45,""special_defense"":90,""speed"":30}",2014-09-30 18:23:18.468474,2014-09-30 18:31:17.476412,api/v1/pokemon/299/,pokeapi.co/media/img/299.png
265,delcatty,"{""type"":""normal"",""abilities"":""cute-charm"",""attack"":65,""defense"":65,""special_attack"":55,""special_defense"":55,""speed"":70}",2014-09-30 18:23:17.690486,2014-09-30 18:31:18.039923,api/v1/pokemon/301/,pokeapi.co/media/img/301.png
272,sableye,"{""type"":""ghost"",""abilities"":""keen-eye"",""attack"":75,""defense"":75,""special_attack"":65,""special_defense"":65,""speed"":50}",2014-09-30 18:23:20.799047,2014-09-30 18:31:18.305881,api/v1/pokemon/302/,pokeapi.co/media/img/302.png
274,mawile,"{""type"":""steel"",""abilities"":""intimidate"",""attack"":85,""defense"":85,""special_attack"":55,""special_defense"":55,""speed"":50}",2014-09-30 18:23:21.711989,2014-09-30 18:31:18.592372,api/v1/pokemon/303/,pokeapi.co/media/img/303.png
273,aron,"{""type"":""rock"",""abilities"":""sturdy"",""attack"":70,""defense"":100,""special_attack"":40,""special_defense"":40,""speed"":30}",2014-09-30 18:23:21.288075,2014-09-30 18:31:18.87592,api/v1/pokemon/304/,pokeapi.co/media/img/304.png
277,lairon,"{""type"":""rock"",""abilities"":""sturdy"",""attack"":90,""defense"":140,""special_attack"":50,""special_defense"":50,""speed"":40}",2014-09-30 18:23:23.147566,2014-09-30 18:31:19.136639,api/v1/pokemon/305/,pokeapi.co/media/img/305.png
278,medicham,"{""type"":""fighting"",""abilities"":""pure-power"",""attack"":60,""defense"":75,""special_attack"":60,""special_defense"":75,""speed"":80}",2014-09-30 18:23:24.183312,2014-09-30 18:31:19.891308,api/v1/pokemon/308/,pokeapi.co/media/img/308.png
279,electrike,"{""type"":""electric"",""abilities"":""static"",""attack"":45,""defense"":40,""special_attack"":65,""special_defense"":40,""speed"":65}",2014-09-30 18:23:24.583081,2014-09-30 18:31:20.16968,api/v1/pokemon/309/,pokeapi.co/media/img/309.png
280,manectric,"{""type"":""electric"",""abilities"":""static"",""attack"":75,""defense"":60,""special_attack"":105,""special_defense"":60,""speed"":105}",2014-09-30 18:23:24.989975,2014-09-30 18:31:20.430624,api/v1/pokemon/310/,pokeapi.co/media/img/310.png
275,plusle,"{""type"":""electric"",""abilities"":""plus"",""attack"":50,""defense"":40,""special_attack"":85,""special_defense"":75,""speed"":95}",2014-09-30 18:23:22.075284,2014-09-30 18:31:20.715038,api/v1/pokemon/311/,pokeapi.co/media/img/311.png
315,slakoth,"{""type"":""normal"",""abilities"":""truant"",""attack"":60,""defense"":60,""special_attack"":35,""special_defense"":35,""speed"":30}",2014-09-30 18:23:40.661236,2014-09-30 18:31:14.076077,api/v1/pokemon/287/,pokeapi.co/media/img/287.png
282,minun,"{""type"":""electric"",""abilities"":""minus"",""attack"":40,""defense"":50,""special_attack"":75,""special_defense"":85,""speed"":95}",2014-09-30 18:23:25.805501,2014-09-30 18:31:20.98744,api/v1/pokemon/312/,pokeapi.co/media/img/312.png
281,volbeat,"{""type"":""bug"",""abilities"":""illuminate"",""attack"":73,""defense"":55,""special_attack"":47,""special_defense"":75,""speed"":85}",2014-09-30 18:23:25.39948,2014-09-30 18:31:21.233938,api/v1/pokemon/313/,pokeapi.co/media/img/313.png
283,illumise,"{""type"":""bug"",""abilities"":""oblivious"",""attack"":47,""defense"":55,""special_attack"":73,""special_defense"":75,""speed"":85}",2014-09-30 18:23:26.222123,2014-09-30 18:31:21.485579,api/v1/pokemon/314/,pokeapi.co/media/img/314.png
284,roselia,"{""type"":""poison"",""abilities"":""natural-cure"",""attack"":60,""defense"":45,""special_attack"":100,""special_defense"":80,""speed"":65}",2014-09-30 18:23:26.597064,2014-09-30 18:31:21.772114,api/v1/pokemon/315/,pokeapi.co/media/img/315.png
285,gulpin,"{""type"":""poison"",""abilities"":""sticky-hold"",""attack"":43,""defense"":53,""special_attack"":43,""special_defense"":53,""speed"":40}",2014-09-30 18:23:26.968252,2014-09-30 18:31:22.097119,api/v1/pokemon/316/,pokeapi.co/media/img/316.png
288,carvanha,"{""type"":""water"",""abilities"":""speed-boost"",""attack"":90,""defense"":20,""special_attack"":65,""special_defense"":20,""speed"":65}",2014-09-30 18:23:28.175258,2014-09-30 18:31:22.633658,api/v1/pokemon/318/,pokeapi.co/media/img/318.png
286,sharpedo,"{""type"":""water"",""abilities"":""speed-boost"",""attack"":120,""defense"":40,""special_attack"":95,""special_defense"":40,""speed"":95}",2014-09-30 18:23:27.357354,2014-09-30 18:31:22.885218,api/v1/pokemon/319/,pokeapi.co/media/img/319.png
289,wailmer,"{""type"":""water"",""abilities"":""oblivious"",""attack"":70,""defense"":35,""special_attack"":70,""special_defense"":35,""speed"":60}",2014-09-30 18:23:28.67496,2014-09-30 18:31:23.147777,api/v1/pokemon/320/,pokeapi.co/media/img/320.png
291,numel,"{""type"":""ground"",""abilities"":""oblivious"",""attack"":60,""defense"":40,""special_attack"":65,""special_defense"":45,""speed"":35}",2014-09-30 18:23:29.455403,2014-09-30 18:31:23.699969,api/v1/pokemon/322/,pokeapi.co/media/img/322.png
290,camerupt,"{""type"":""ground"",""abilities"":""magma-armor"",""attack"":100,""defense"":70,""special_attack"":105,""special_defense"":75,""speed"":40}",2014-09-30 18:23:29.084206,2014-09-30 18:31:23.971006,api/v1/pokemon/323/,pokeapi.co/media/img/323.png
293,torkoal,"{""type"":""fire"",""abilities"":""white-smoke"",""attack"":85,""defense"":140,""special_attack"":85,""special_defense"":70,""speed"":20}",2014-09-30 18:23:30.269234,2014-09-30 18:31:24.236254,api/v1/pokemon/324/,pokeapi.co/media/img/324.png
292,grumpig,"{""type"":""psychic"",""abilities"":""own-tempo"",""attack"":45,""defense"":65,""special_attack"":90,""special_defense"":110,""speed"":80}",2014-09-30 18:23:29.902908,2014-09-30 18:31:24.732687,api/v1/pokemon/326/,pokeapi.co/media/img/326.png
295,spinda,"{""type"":""normal"",""abilities"":""own-tempo"",""attack"":60,""defense"":60,""special_attack"":60,""special_defense"":60,""speed"":60}",2014-09-30 18:23:31.343022,2014-09-30 18:31:25.001626,api/v1/pokemon/327/,pokeapi.co/media/img/327.png
296,trapinch,"{""type"":""ground"",""abilities"":""hyper-cutter"",""attack"":100,""defense"":45,""special_attack"":45,""special_defense"":45,""speed"":10}",2014-09-30 18:23:31.746176,2014-09-30 18:31:25.25577,api/v1/pokemon/328/,pokeapi.co/media/img/328.png
297,vibrava,"{""type"":""ground"",""abilities"":""levitate"",""attack"":70,""defense"":50,""special_attack"":50,""special_defense"":50,""speed"":70}",2014-09-30 18:23:32.15529,2014-09-30 18:31:25.524146,api/v1/pokemon/329/,pokeapi.co/media/img/329.png
298,flygon,"{""type"":""ground"",""abilities"":""levitate"",""attack"":100,""defense"":80,""special_attack"":80,""special_defense"":80,""speed"":100}",2014-09-30 18:23:32.536842,2014-09-30 18:31:25.978162,api/v1/pokemon/330/,pokeapi.co/media/img/330.png
301,cacturne,"{""type"":""grass"",""abilities"":""sand-veil"",""attack"":115,""defense"":60,""special_attack"":115,""special_defense"":60,""speed"":55}",2014-09-30 18:23:33.793543,2014-09-30 18:31:26.5222,api/v1/pokemon/332/,pokeapi.co/media/img/332.png
299,swablu,"{""type"":""normal"",""abilities"":""cloud-nine"",""attack"":40,""defense"":60,""special_attack"":40,""special_defense"":75,""speed"":50}",2014-09-30 18:23:32.915945,2014-09-30 18:31:26.785569,api/v1/pokemon/333/,pokeapi.co/media/img/333.png
302,altaria,"{""type"":""flying"",""abilities"":""cloud-nine"",""attack"":70,""defense"":90,""special_attack"":70,""special_defense"":105,""speed"":80}",2014-09-30 18:23:34.694554,2014-09-30 18:31:27.097505,api/v1/pokemon/334/,pokeapi.co/media/img/334.png
306,seviper,"{""type"":""poison"",""abilities"":""shed-skin"",""attack"":100,""defense"":60,""special_attack"":100,""special_defense"":60,""speed"":65}",2014-09-30 18:23:37.035879,2014-09-30 18:31:27.629095,api/v1/pokemon/336/,pokeapi.co/media/img/336.png
305,lunatone,"{""type"":""rock"",""abilities"":""levitate"",""attack"":55,""defense"":65,""special_attack"":95,""special_defense"":85,""speed"":70}",2014-09-30 18:23:36.663044,2014-09-30 18:31:27.895902,api/v1/pokemon/337/,pokeapi.co/media/img/337.png
303,solrock,"{""type"":""rock"",""abilities"":""levitate"",""attack"":95,""defense"":85,""special_attack"":55,""special_defense"":65,""speed"":70}",2014-09-30 18:23:35.492534,2014-09-30 18:31:28.157808,api/v1/pokemon/338/,pokeapi.co/media/img/338.png
304,whiscash,"{""type"":""ground"",""abilities"":""oblivious"",""attack"":78,""defense"":73,""special_attack"":76,""special_defense"":71,""speed"":60}",2014-09-30 18:23:36.046884,2014-09-30 18:31:28.661957,api/v1/pokemon/340/,pokeapi.co/media/img/340.png
308,corphish,"{""type"":""water"",""abilities"":""hyper-cutter"",""attack"":80,""defense"":65,""special_attack"":50,""special_defense"":35,""speed"":35}",2014-09-30 18:23:37.806427,2014-09-30 18:31:28.933609,api/v1/pokemon/341/,pokeapi.co/media/img/341.png
309,crawdaunt,"{""type"":""water"",""abilities"":""hyper-cutter"",""attack"":120,""defense"":85,""special_attack"":90,""special_defense"":55,""speed"":55}",2014-09-30 18:23:38.303019,2014-09-30 18:31:29.17542,api/v1/pokemon/342/,pokeapi.co/media/img/342.png
310,baltoy,"{""type"":""ground"",""abilities"":""levitate"",""attack"":40,""defense"":55,""special_attack"":40,""special_defense"":70,""speed"":55}",2014-09-30 18:23:38.712698,2014-09-30 18:31:29.433532,api/v1/pokemon/343/,pokeapi.co/media/img/343.png
311,claydol,"{""type"":""ground"",""abilities"":""levitate"",""attack"":70,""defense"":105,""special_attack"":70,""special_defense"":120,""speed"":75}",2014-09-30 18:23:39.112055,2014-09-30 18:31:29.689561,api/v1/pokemon/344/,pokeapi.co/media/img/344.png
317,milotic,"{""type"":""water"",""abilities"":""cute-charm"",""attack"":60,""defense"":79,""special_attack"":100,""special_defense"":125,""speed"":81}",2014-09-30 18:23:41.575349,2014-09-30 18:31:31.215842,api/v1/pokemon/350/,pokeapi.co/media/img/350.png
319,kecleon,"{""type"":""normal"",""abilities"":""color-change"",""attack"":90,""defense"":70,""special_attack"":60,""special_defense"":120,""speed"":40}",2014-09-30 18:23:42.603504,2014-09-30 18:31:31.719623,api/v1/pokemon/352/,pokeapi.co/media/img/352.png
320,shuppet,"{""type"":""ghost"",""abilities"":""insomnia"",""attack"":75,""defense"":35,""special_attack"":63,""special_defense"":33,""speed"":45}",2014-09-30 18:23:43.008754,2014-09-30 18:31:31.976205,api/v1/pokemon/353/,pokeapi.co/media/img/353.png
316,banette,"{""type"":""ghost"",""abilities"":""insomnia"",""attack"":115,""defense"":65,""special_attack"":83,""special_defense"":63,""speed"":65}",2014-09-30 18:23:41.041436,2014-09-30 18:31:32.240037,api/v1/pokemon/354/,pokeapi.co/media/img/354.png
318,duskull,"{""type"":""ghost"",""abilities"":""levitate"",""attack"":40,""defense"":90,""special_attack"":30,""special_defense"":90,""speed"":25}",2014-09-30 18:23:42.032695,2014-09-30 18:31:32.498872,api/v1/pokemon/355/,pokeapi.co/media/img/355.png
323,absol,"{""type"":""dark"",""abilities"":""pressure"",""attack"":130,""defense"":60,""special_attack"":75,""special_defense"":60,""speed"":75}",2014-09-30 18:23:44.23597,2014-09-30 18:31:33.602896,api/v1/pokemon/359/,pokeapi.co/media/img/359.png
324,wynaut,"{""type"":""psychic"",""abilities"":""shadow-tag"",""attack"":23,""defense"":48,""special_attack"":23,""special_defense"":48,""speed"":23}",2014-09-30 18:23:44.536053,2014-09-30 18:31:33.869702,api/v1/pokemon/360/,pokeapi.co/media/img/360.png
325,snorunt,"{""type"":""ice"",""abilities"":""inner-focus"",""attack"":50,""defense"":50,""special_attack"":50,""special_defense"":50,""speed"":50}",2014-09-30 18:23:44.985457,2014-09-30 18:31:34.127557,api/v1/pokemon/361/,pokeapi.co/media/img/361.png
326,glalie,"{""type"":""ice"",""abilities"":""inner-focus"",""attack"":80,""defense"":80,""special_attack"":80,""special_defense"":80,""speed"":80}",2014-09-30 18:23:45.351112,2014-09-30 18:31:34.373962,api/v1/pokemon/362/,pokeapi.co/media/img/362.png
327,spheal,"{""type"":""water"",""abilities"":""oblivious"",""attack"":40,""defense"":50,""special_attack"":55,""special_defense"":50,""speed"":25}",2014-09-30 18:23:45.716457,2014-09-30 18:31:34.647714,api/v1/pokemon/363/,pokeapi.co/media/img/363.png
328,sealeo,"{""type"":""water"",""abilities"":""oblivious"",""attack"":60,""defense"":70,""special_attack"":75,""special_defense"":70,""speed"":45}",2014-09-30 18:23:46.104876,2014-09-30 18:31:34.900278,api/v1/pokemon/364/,pokeapi.co/media/img/364.png
332,clamperl,"{""type"":""water"",""abilities"":""shell-armor"",""attack"":64,""defense"":85,""special_attack"":74,""special_defense"":55,""speed"":32}",2014-09-30 18:23:47.645122,2014-09-30 18:31:35.902579,api/v1/pokemon/366/,pokeapi.co/media/img/366.png
333,huntail,"{""type"":""water"",""abilities"":""swift-swim"",""attack"":104,""defense"":105,""special_attack"":94,""special_defense"":75,""speed"":52}",2014-09-30 18:23:48.013664,2014-09-30 18:31:36.18393,api/v1/pokemon/367/,pokeapi.co/media/img/367.png
330,gorebyss,"{""type"":""water"",""abilities"":""swift-swim"",""attack"":84,""defense"":105,""special_attack"":114,""special_defense"":75,""speed"":52}",2014-09-30 18:23:46.933321,2014-09-30 18:31:36.430699,api/v1/pokemon/368/,pokeapi.co/media/img/368.png
329,relicanth,"{""type"":""rock"",""abilities"":""sturdy"",""attack"":90,""defense"":130,""special_attack"":45,""special_defense"":65,""speed"":55}",2014-09-30 18:23:46.570627,2014-09-30 18:31:36.685809,api/v1/pokemon/369/,pokeapi.co/media/img/369.png
335,luvdisc,"{""type"":""water"",""abilities"":""swift-swim"",""attack"":30,""defense"":55,""special_attack"":40,""special_defense"":65,""speed"":97}",2014-09-30 18:23:48.858627,2014-09-30 18:31:37.028226,api/v1/pokemon/370/,pokeapi.co/media/img/370.png
334,bagon,"{""type"":""dragon"",""abilities"":""rock-head"",""attack"":75,""defense"":60,""special_attack"":40,""special_defense"":30,""speed"":50}",2014-09-30 18:23:48.51197,2014-09-30 18:31:37.295716,api/v1/pokemon/371/,pokeapi.co/media/img/371.png
337,beldum,"{""type"":""steel"",""abilities"":""clear-body"",""attack"":55,""defense"":80,""special_attack"":35,""special_defense"":60,""speed"":30}",2014-09-30 18:23:49.499025,2014-09-30 18:31:38.093823,api/v1/pokemon/374/,pokeapi.co/media/img/374.png
339,metang,"{""type"":""steel"",""abilities"":""clear-body"",""attack"":75,""defense"":100,""special_attack"":55,""special_defense"":80,""speed"":50}",2014-09-30 18:23:50.273189,2014-09-30 18:31:38.333991,api/v1/pokemon/375/,pokeapi.co/media/img/375.png
341,metagross,"{""type"":""steel"",""abilities"":""clear-body"",""attack"":135,""defense"":130,""special_attack"":95,""special_defense"":90,""speed"":70}",2014-09-30 18:23:51.183219,2014-09-30 18:31:38.583805,api/v1/pokemon/376/,pokeapi.co/media/img/376.png
342,regirock,"{""type"":""rock"",""abilities"":""sturdy"",""attack"":100,""defense"":200,""special_attack"":50,""special_defense"":100,""speed"":50}",2014-09-30 18:23:51.816807,2014-09-30 18:31:38.853795,api/v1/pokemon/377/,pokeapi.co/media/img/377.png
343,regice,"{""type"":""ice"",""abilities"":""clear-body"",""attack"":50,""defense"":100,""special_attack"":100,""special_defense"":200,""speed"":50}",2014-09-30 18:23:52.221479,2014-09-30 18:31:39.125572,api/v1/pokemon/378/,pokeapi.co/media/img/378.png
344,latias,"{""type"":""dragon"",""abilities"":""levitate"",""attack"":80,""defense"":90,""special_attack"":110,""special_defense"":130,""speed"":110}",2014-09-30 18:23:52.84256,2014-09-30 18:31:39.676648,api/v1/pokemon/380/,pokeapi.co/media/img/380.png
345,latios,"{""type"":""dragon"",""abilities"":""levitate"",""attack"":90,""defense"":80,""special_attack"":130,""special_defense"":110,""speed"":110}",2014-09-30 18:23:53.250137,2014-09-30 18:31:39.924402,api/v1/pokemon/381/,pokeapi.co/media/img/381.png
346,kyogre,"{""type"":""water"",""abilities"":""drizzle"",""attack"":100,""defense"":90,""special_attack"":150,""special_defense"":140,""speed"":90}",2014-09-30 18:23:53.66035,2014-09-30 18:31:40.332273,api/v1/pokemon/382/,pokeapi.co/media/img/382.png
338,groudon,"{""type"":""ground"",""abilities"":""drought"",""attack"":150,""defense"":140,""special_attack"":100,""special_defense"":90,""speed"":90}",2014-09-30 18:23:49.890678,2014-09-30 18:31:40.602547,api/v1/pokemon/383/,pokeapi.co/media/img/383.png
347,rayquaza,"{""type"":""flying"",""abilities"":""air-lock"",""attack"":150,""defense"":90,""special_attack"":150,""special_defense"":90,""speed"":95}",2014-09-30 18:23:54.072349,2014-09-30 18:31:40.856644,api/v1/pokemon/384/,pokeapi.co/media/img/384.png
349,turtwig,"{""type"":""grass"",""abilities"":""overgrow"",""attack"":68,""defense"":64,""special_attack"":45,""special_defense"":55,""speed"":31}",2014-09-30 18:23:54.912796,2014-09-30 18:31:41.733385,api/v1/pokemon/387/,pokeapi.co/media/img/387.png
351,grotle,"{""type"":""grass"",""abilities"":""overgrow"",""attack"":89,""defense"":85,""special_attack"":55,""special_defense"":65,""speed"":36}",2014-09-30 18:23:55.740349,2014-09-30 18:31:42.022135,api/v1/pokemon/388/,pokeapi.co/media/img/388.png
350,torterra,"{""type"":""ground"",""abilities"":""overgrow"",""attack"":109,""defense"":105,""special_attack"":75,""special_defense"":85,""speed"":56}",2014-09-30 18:23:55.375807,2014-09-30 18:31:42.289559,api/v1/pokemon/389/,pokeapi.co/media/img/389.png
352,chimchar,"{""type"":""fire"",""abilities"":""blaze"",""attack"":58,""defense"":44,""special_attack"":58,""special_defense"":44,""speed"":61}",2014-09-30 18:23:56.121731,2014-09-30 18:31:42.562273,api/v1/pokemon/390/,pokeapi.co/media/img/390.png
355,monferno,"{""type"":""fighting"",""abilities"":""blaze"",""attack"":78,""defense"":52,""special_attack"":78,""special_defense"":52,""speed"":81}",2014-09-30 18:23:57.23318,2014-09-30 18:31:42.841186,api/v1/pokemon/391/,pokeapi.co/media/img/391.png
356,infernape,"{""type"":""fighting"",""abilities"":""blaze"",""attack"":104,""defense"":71,""special_attack"":104,""special_defense"":71,""speed"":108}",2014-09-30 18:23:57.740217,2014-09-30 18:31:43.092582,api/v1/pokemon/392/,pokeapi.co/media/img/392.png
357,piplup,"{""type"":""water"",""abilities"":""torrent"",""attack"":51,""defense"":53,""special_attack"":61,""special_defense"":56,""speed"":40}",2014-09-30 18:23:58.113611,2014-09-30 18:31:43.352284,api/v1/pokemon/393/,pokeapi.co/media/img/393.png
358,empoleon,"{""type"":""steel"",""abilities"":""torrent"",""attack"":86,""defense"":88,""special_attack"":111,""special_defense"":101,""speed"":60}",2014-09-30 18:23:58.511495,2014-09-30 18:31:43.862126,api/v1/pokemon/395/,pokeapi.co/media/img/395.png
360,starly,"{""type"":""normal"",""abilities"":""keen-eye"",""attack"":55,""defense"":30,""special_attack"":30,""special_defense"":30,""speed"":60}",2014-09-30 18:23:59.227001,2014-09-30 18:31:44.131215,api/v1/pokemon/396/,pokeapi.co/media/img/396.png
353,staraptor,"{""type"":""normal"",""abilities"":""intimidate"",""attack"":120,""defense"":70,""special_attack"":50,""special_defense"":60,""speed"":100}",2014-09-30 18:23:56.463098,2014-09-30 18:31:44.651846,api/v1/pokemon/398/,pokeapi.co/media/img/398.png
354,shinx,"{""type"":""electric"",""abilities"":""intimidate"",""attack"":65,""defense"":34,""special_attack"":40,""special_defense"":34,""speed"":45}",2014-09-30 18:23:56.832572,2014-09-30 18:31:46.082406,api/v1/pokemon/403/,pokeapi.co/media/img/403.png
377,armaldo,"{""type"":""rock"",""abilities"":""battle-armor"",""attack"":125,""defense"":100,""special_attack"":70,""special_defense"":80,""speed"":45}",2014-09-30 18:24:06.108679,2014-09-30 18:31:30.712153,api/v1/pokemon/348/,pokeapi.co/media/img/348.png
375,feebas,"{""type"":""water"",""abilities"":""swift-swim"",""attack"":15,""defense"":20,""special_attack"":10,""special_defense"":55,""speed"":80}",2014-09-30 18:24:05.331943,2014-09-30 18:31:30.974367,api/v1/pokemon/349/,pokeapi.co/media/img/349.png
361,staravia,"{""type"":""normal"",""abilities"":""intimidate"",""attack"":75,""defense"":50,""special_attack"":40,""special_defense"":40,""speed"":80}",2014-09-30 18:23:59.582533,2014-09-30 18:31:44.393687,api/v1/pokemon/397/,pokeapi.co/media/img/397.png
363,bidoof,"{""type"":""normal"",""abilities"":""simple"",""attack"":45,""defense"":40,""special_attack"":35,""special_defense"":40,""speed"":31}",2014-09-30 18:24:00.636815,2014-09-30 18:31:44.922646,api/v1/pokemon/399/,pokeapi.co/media/img/399.png
362,kricketot,"{""type"":""bug"",""abilities"":""run-away"",""attack"":25,""defense"":41,""special_attack"":25,""special_defense"":41,""speed"":25}",2014-09-30 18:23:59.872607,2014-09-30 18:31:45.524018,api/v1/pokemon/401/,pokeapi.co/media/img/401.png
